         9712416 function calls (9098865 primitive calls) in 55.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       84    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\artist.py:1124(set_zorder)
      215    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\__init__.py:1342(are_deterministic_algorithms_enabled)
      107    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor.py:359(get_shape)
       52    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\backend\common\variables.py:190(_validate_shape)
      990    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\options.py:476(_set_mutable)
      102    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\func_graph.py:402(control_dependencies)
     1600    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\contextlib.py:440(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\offsetbox.py:633(get_bbox)
      813    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:2475(_update_offset_text_position)
      339    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\autograph\pyct\cache.py:88(_get_key)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:1065(get_yaxis_text2_transform)
     3210    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:276(config_proto_serialized)
      126    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tempfile.py:497(func_wrapper)
      550    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\map_op.py:233(element_spec)
      270    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\layer.py:383(input_spec)
     3210    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\callbacks\callback.py:198(on_predict_batch_begin)
     1032    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
       70    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\modules\module.py:631(add_module)
      196    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\text.py:1010(set_horizontalalignment)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\scipy\sparse\_sputils.py:149(get_index_dtype)
      165    0.000    0.000    0.000    0.000 {method 'extend' of 'google._upb._message.RepeatedCompositeContainer' objects}
      668    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
     3508    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:179(__enter__)
      544    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      346    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\__init__.py:1351(_val_or_rc)
      200    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:392(ensure_dtype_objs)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:1889(set_label_text)
      100    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\pathlib.py:429(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:2174(_setup_new_guiapp)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\figure.py:772(_add_axes_internal)
       50    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
       60    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\utils\tracking.py:205(__setitem__)
     1674    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2508(_all_dispatcher)
      807    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\logging\__init__.py:1790(isEnabledFor)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\inits.py:19(kaiming_uniform)
       55    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter2}
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:125(most_specific_common_supertype)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:765(_get_color)
      610    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\parameter.py:177(is_lazy)
      150    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:226(inner)
       37    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\__init__.py:174(search)
       10    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\offsetbox.py:389(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\legend_handler.py:340(_create_patch)
      334    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       57    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\tree\optree_impl.py:291(_sequence_like)
      248    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\auto_control_deps.py:430(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\reshape\concat.py:405(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\Image.py:3185(frombuffer)
      116    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1846(ravel)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\lines.py:732(_get_transformed_path)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\preprocessing\_label.py:166(__sklearn_tags__)
   4090/8    0.002    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:162(<genexpr>)
     1605    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:670(__exit__)
      413    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\range.py:553(equals)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:3210(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\init.py:142(uniform_)
       31    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\typing.py:175(_type_check)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\range.py:1148(take)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\groupby\ops.py:1171(_chop)
       52    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\enum.py:1562(__and__)
     3161    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:2109(get)
     1154    0.000    0.000    0.000    0.000 {built-in method math.radians}
      106    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\inspector.py:134(get_signature)
       57    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:1149(_set_position)
     1514    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:1758(<lambda>)
     3161    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:2103(__enter__)
     1013    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
      488    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:522(<genexpr>)
       50    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\array_ops.py:1247(_get_dtype_from_nested_lists)
      136    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:106(_cnfmerge)
       40    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\idtracking.py:123(branch_update)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_indexing.py:39(_pandas_indexing)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\trainers\compile_utils.py:567(build)
     1009    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\op_def_library.py:45(_AttrValue)
      814    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\nodes.py:472(as_const)
      332    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:1670(function_scope_id)
      250    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
       22    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:305(_connect_picklable)
     1605    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\profiler\trace.py:87(set_metadata)
     1120    0.000    0.000    0.000    0.000 {built-in method math.sin}
      446    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:281(visit_Name)
      112    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\lines.py:1129(set_linewidth)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\nanops.py:954(nanvar)
       50    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\csvs.py:130(_get_index_label_from_obj)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\patches.py:3904(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:2822(__init__)
      222    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      168    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:551(_get_key_for_call_stats)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\frame.py:4191(_get_value)
      165    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\layer.py:741(variable_dtype)
     2090    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\ops\control_flow_util.py:187(GetContainingWhileContext)
      400    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\_config\config.py:899(is_nonnegative_int)
      110    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\options.py:550(_to_proto)
       14    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\spines.py:235(_adjust_location)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_array_api.py:764(_nanmin)
       70    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:425(_broadcast_shape)
       38    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\artist.py:1013(set_alpha)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\lines.py:717(_transform_path)
      139    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\object_identity.py:75(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\figure.py:1702(sca)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:2914(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\pool\sag_pool.py:95(reset_parameters)
        3    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\ops\function.py:338(_build_map)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\modules\pooling.py:57(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:314(most_specific_common_supertype)
      924    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\path.py:737(unit_rectangle)
        9    0.000    0.000    0.000    0.000 {built-in method math.prod}
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\layer.py:1490(_flatten_layers)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\distributions.py:170(_artist_kws)
       15    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor.py:604(__repr__)
      793    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:1613(_root)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:1900(apply_aspect)
       21    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:915(sort)
     1605    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:644(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\inspector.py:480(find_parenthesis_content)
      172    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\autograph\core\converter.py:168(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\frame.py:9041(groupby)
       10    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\validation.py:172(assert_all_finite)
     1600    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\contextlib.py:446(__exit__)
     1490    0.000    0.000    0.000    0.000 {method 'getdouble' of '_tkinter.tkapp' objects}
      6/4    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\typing.py:515(__getitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\multi.py:1322(__contains__)
      112    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\lines.py:1409(set_dash_capstyle)
      3/1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:218(most_specific_common_supertype)
      180    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\weakref.py:367(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:1799(transform_path_affine)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:5455(append)
      683    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\_parser.py:168(__getitem__)
       20    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\nn\init.py:15(_no_grad_uniform_)
       81    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\utils\naming.py:13(uniquify)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       12    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\function_base.py:25(linspace)
       24    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\frame.py:11458(blk_func)
      167    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:244(merge_by_ref_with)
      200    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\parsers\base_parser.py:279(_extract_multi_indexer_columns)
       45    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_array_api.py:1081(_bincount)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:113(is_subtype_of)
       54    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\PngImagePlugin.py:201(crc)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\figure.py:3332(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\traceback_utils.py:106(_process_traceback_frames)
